sample,Akashiwo.sanguinea,Alexandrium.andersonii,Alexandrium.hiranoi,Alexandrium.ostenfeldii,Alexandrium.tamarense,Amphidinium.klebsii,Azadinium.poporum,Chrysochromulina.leadbeateri,Dinophysis.acuminata,Dinophysis.miles,Fibrocapsa.japonica,Gonyaulax.spinifera,Gymnodinium.catenatum,Heterosigma.akashiwo,Karenia.mikimotoi,Karlodinium.veneficum,Lingulodinium.polyedra,Margalefidinium.fulvescens,Margalefidinium.polykrikoides,Polykrikos.hartmannii,Prorocentrum.cordatum,Prorocentrum.rhathymum,Protoceratium.reticulatum,Protoperidinium.crassipes,Prymnesium.parvum,Prymnesium.polylepis,Pseudo.nitzschia.australis,Pseudo.nitzschia.cuspidata,Pseudo.nitzschia.delicatissima,Pseudochattonella.verruculosa,Alexandrium.cohorticula,Asterionellopsis.glacialis,Aureococcus.anophagefferens,Chaetoceros.curvisetus,Chaetoceros.debilis,Chaetoceros.diadema,Chaetoceros.lorenzianus,Chaetoceros.pseudocurvisetus,Chaetoceros.rostratus,Chaetoceros.simplex,Chaetoceros.socialis,Chaetoceros.tenuissimus,Chaetoceros.throndsenii,Coscinodiscus.radiatus,Cyclotella.meneghiniana,Cylindrotheca.closterium,Dictyocha.fibula,Dunaliella.salina,Eucampia.zodiacus,Gonyaulax.polygramma,Gonyaulax.verior,Guinardia.flaccida,Halamphora.coffeiformis,Heterocapsa.triquetra,Lauderia.annulata,Lepidodinium.chlorophorum,Leptocylindrus.danicus,Levanderina.fissa,Nitzschia.longissima,Noctiluca.scintillans,Plagioselmis.prolonga,Prorocentrum.triestinum,Protodinium.simplex,Pseudocochlodinium.profundisulcus,Pyrophacus.steinii,Skeletonema.marinoi,Teleaulax.acuta,Tenuicylindrus.belgicus,Thalassiosira.allenii,Thalassiosira.curviseriata,Thalassiosira.mala,Thalassiosira.pseudonana,Thalassiosira.weissflogii,Tripos.fusus
EnvHKWinMc7,0.375185916,0.360099189,2.545412221,3.177291782,0.817003517,-0.174143286,-0.436818508,0.844082837,-0.350317999,2.43137373,0.839853108,-0.283548616,-0.460044146,0.915425947,-0.5060003,-0.493924212,-0.259032549,-0.186706385,0.391854602,-0.34832932,-0.349478171,-0.062055817,-0.18931505,-0.308086047,-0.455443298,-0.5491605,0.669709612,-0.09284317,-0.282573855,-0.235447923,-0.1535903,-0.326679014,-0.442789047,-0.269957231,-0.354664883,-0.503873237,4.161827042,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.408786061,-0.240655382,0.655286539,-0.383307909,-0.377390061,11.32570368,-0.265576674,0.44267371,-0.259120905,3.150928466,3.635697079,-0.354589121,-0.575064215,0.453934279,-0.05449517,-0.245153866,-0.377692783,-0.262396173,-0.301754733,-0.217353942,-0.263256715,-0.227464396,0.598117813,-0.219401136,0.09076116,-0.220588935,0.705633862,-0.408138045,1.343670543,-0.202033892,-0.283899721,-0.06062994,0.228918861
EnvHKWinMc8,2.552015232,-0.280077147,4.084609846,6.835483498,2.655360262,-0.174143286,-0.436818508,-0.418610187,-0.350317999,4.733463437,0.73033293,-0.283548616,0.00505543,0.2470197,0.257147693,-0.493924212,-0.259032549,-0.186706385,0.500933644,-0.17533986,-0.39156193,-0.679259615,-0.18931505,7.085979084,-0.455443298,1.001410323,0.131602326,0.304439233,-0.296433268,-0.307471892,-0.1535903,-0.326679014,-0.442789047,-0.269957231,-0.354664883,-0.402879037,5.934457078,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.459009329,-0.240655382,0.368652227,-0.441558611,-0.395463921,3.974041679,-0.311622476,0.88959806,-0.259120905,3.150928466,2.434197505,-0.260901013,-0.451476344,0.453934279,0.33653424,0.001789444,-0.285523722,-0.542285425,-0.453043209,0.142080977,-0.263256715,0.04576611,-0.282311608,-0.219401136,0.063518006,-0.2295232,-0.40408093,-0.237073352,-0.066417175,-0.163961139,-0.283899721,-0.096214977,1.300361035
EnvHKWinMc9,1.64049397,-0.280077147,7.163005096,5.096612099,10.08152798,-0.174143286,-0.436818508,-0.418610187,0.992567664,3.966100202,1.058893465,-0.283548616,0.470155006,1.049107196,0.002765029,-0.493924212,-0.259032549,-0.186706385,0.391854602,-0.26183459,-0.475729448,-0.679259615,-0.18931505,-0.308086047,-0.455443298,-0.5491605,0.131602326,-0.291484372,-0.317222389,-0.199435938,-0.1535903,0.018774656,-0.442789047,-0.269957231,-0.354664883,-0.503873237,5.04814206,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.452528908,0.989361013,0.110681347,-0.482549845,-0.401488541,2.165115381,-0.315459626,0.591648494,-0.259120905,6.521689151,1.606497799,-0.256216608,-0.35878544,1.845999401,0.280672896,0.042946663,-0.285523722,-0.542285425,-0.254477084,-0.433014893,-0.294941657,0.05123072,-0.282311608,-0.219401136,-0.195291957,-0.435011286,-0.40408093,-0.408138045,-0.536446415,-0.202033892,-0.283899721,-0.078422458,2.50573348
EnvHKWinMR1,4.866197067,1.960540026,-0.093212279,0.257300187,0.142498524,-0.174143286,-0.436818508,-0.418610187,-0.350317999,1.280328877,-0.255348677,-0.283548616,0.470155006,-0.087183423,3.564122328,-0.493924212,1.403594974,-0.186706385,0.064617476,-0.17533986,-0.644064483,0.246546083,-0.18931505,-0.308086047,0.932574372,0.484553382,0.131602326,-0.291484372,-0.247925322,-0.307471892,-0.1535903,-0.326679014,0.284650101,-0.269957231,-0.354664883,-0.453376137,0.616566969,-0.187004405,-0.258212072,3.371850612,-0.268343839,-0.303479207,-0.240655382,0.110681347,-0.331529507,-0.287020759,0.611294074,-0.296273875,-0.041494335,-0.259120905,0.903754676,-0.129001585,-0.003258717,-0.132207677,-0.242098282,0.001366174,0.084103881,-0.1011856,-0.402340799,-0.320665792,0.142080977,-0.203407379,0.002049229,-0.282311608,-0.219401136,-0.249778265,-0.292063052,-0.40408093,1.131444192,0.873641304,-0.235030279,-0.283899721,-0.078422458,-0.105906818
EnvHKWinPort1,-0.17422416,0.360099189,-0.093212279,0.486962448,0.248303229,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.364868856,-0.283548616,0.00505543,0.915425947,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.34832932,-0.601980724,-0.679259615,-0.18931505,-0.308086047,-0.455443298,-0.290732029,-0.406504961,-0.291484372,-0.344941215,-0.307471892,-0.1535903,-0.326679014,-0.442789047,-0.269957231,-0.354664883,-0.503873237,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.459009329,-0.240655382,-0.19028468,-0.443716044,-0.377390061,-0.223594987,-0.334645377,-0.339443901,-0.259120905,-0.219832219,-0.289201528,-0.429539607,-0.523569268,1.14996684,-0.473455252,-0.286311085,-0.377692783,-0.542285425,-0.292299203,-0.504901877,-0.245653969,-0.287575107,-0.282311608,-0.219401136,-0.399615612,-0.372471434,0.705633862,-0.237073352,-0.536446415,-0.25025938,-0.283899721,-0.131800013,-0.306802226
EnvHKWinPort2,10.21045872,2.600716362,-0.093212279,0.88066918,-0.016208533,4.403337373,-0.436818508,-0.418610187,0.992567664,-0.254397594,0.073211858,-0.283548616,0.470155006,0.447541574,-0.251617635,-0.210802545,0.295176625,-0.186706385,13.04502348,-0.26183459,-0.223226895,-0.679259615,-0.18931505,-0.308086047,-0.455443298,-0.032303559,-0.406504961,0.105798031,-0.344941215,-0.343483877,6.126546413,-0.326679014,-0.442789047,0.10073031,-0.354664883,-0.402879037,-0.269748049,-0.187004405,-0.258212072,-0.17340946,0.319456951,-0.450908802,-0.240655382,-0.19028468,-0.463132945,-0.362328511,-0.154020899,-0.142787867,-0.115981727,-0.259120905,0.903754676,-0.182401566,-0.368642337,-0.379383419,3.934097084,-0.305871219,0.084103881,-0.239439191,-0.542285425,0.067010928,-0.337165581,0.490140799,0.204239803,-0.282311608,-0.219401136,-0.222535111,-0.175917612,-0.40408093,-0.408138045,-0.536446415,0.034017177,0.069056689,-0.131800013,-0.306802226
EnvHKWinPort3,-0.074331419,0.040011021,-0.313097654,-0.021575414,-0.102174856,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.145828499,-0.283548616,-0.460044146,2.385919689,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.17533986,-0.517813206,-0.370657716,-0.18931505,-0.308086047,-0.455443298,-0.80758897,-0.406504961,-0.291484372,-0.344941215,-0.343483877,-0.1535903,-0.326679014,-0.442789047,-0.177285346,-0.354664883,-0.453376137,5.04814206,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.465489751,-0.240655382,-0.218948111,-0.480392412,-0.392451611,-0.200403624,-0.273250974,-0.451174989,-0.259120905,-0.219832219,-0.39600149,-0.401433175,-0.472074322,3.238064523,-0.501385925,-0.162839429,-0.285523722,-0.402340799,-0.330121322,-0.552826532,-0.294941657,-0.161889075,-0.282311608,-0.219401136,-0.399615612,-0.452879815,0.705633862,-0.408138045,-0.066417175,-0.255335747,0.069056689,-0.042837422,-0.23983709
EnvHKWinPort4,3.08061432,1.000275524,-0.313097654,2.094598269,0.287979993,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.364868856,-0.283548616,2.330553309,1.182788445,-0.5060003,-0.493924212,-0.259032549,-0.186706385,1.155407897,0.17063906,-0.307394412,-0.062055817,4.164931092,-0.308086047,-0.455443298,-0.5491605,0.131602326,0.105798031,-0.338011509,-0.343483877,-0.1535903,0.364228326,-0.442789047,-0.08461346,-0.354664883,-0.251387737,0.616566969,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.274317309,-0.240655382,-0.204616396,-0.366048442,-0.211713008,-0.24678635,-0.165810768,0.032993057,-0.259120905,-0.219832219,-0.209101556,-0.382695553,-0.410280387,10.89442269,-0.305871219,-0.245153866,1.51177297,-0.542285425,0.341221292,-0.504901877,0.711935395,0.198775193,-0.282311608,-0.219401136,-0.236156688,-0.452879815,-0.40408093,0.789314806,-0.536446415,-0.209648443,0.422013099,-0.114007495,-0.105906818
EnvHKWinPort5,0.275293175,1.640451859,0.566443846,-0.10359765,-0.10878765,-0.174143286,-0.07313251,0.844082837,-0.350317999,0.512965641,-0.255348677,-0.283548616,-0.460044146,0.046497826,5.090418314,0.072319121,0.295176625,3.630401929,-0.153540608,0.17063906,0.029275658,1.17235178,-0.18931505,2.15660233,4.055614131,0.742981853,1.207816899,-0.09284317,-0.317222389,-0.307471892,-0.1535903,-0.326679014,0.284650101,-0.269957231,1.340356895,-0.402879037,-0.269748049,-0.187004405,-0.258212072,-0.17340946,0.319456951,-0.287278153,-0.240655382,0.053354485,-0.042433432,-0.232799179,-0.200403624,-0.292436725,-0.339443901,5.700659908,-0.219832219,1.392897875,-0.429539607,0.599020559,-0.242098282,0.168950207,-0.245153866,0.820505012,-0.262396173,-0.112644137,1.723594619,-0.171722437,-0.036203042,-0.282311608,-0.219401136,-0.072697764,0.047439003,-0.40408093,0.44718542,-0.536446415,0.181231823,-0.283899721,-0.131800013,1.769116985
EnvHKWinWWTP1,0.017236927,5.48150987,4.524380596,-0.202024333,-0.188141178,-0.174143286,-0.07313251,-0.418610187,-0.350317999,0.129284023,-0.145828499,-0.283548616,-0.460044146,-0.087183423,0.002765029,0.072319121,-0.259032549,-0.186706385,-0.153540608,-0.34832932,0.450113247,0.246546083,-0.18931505,2.15660233,2.147089834,5.136265852,1.745924186,-0.291484372,-0.324152095,-0.235447923,-0.1535903,-0.326679014,-0.442789047,-0.269957231,-0.354664883,-0.251387737,-0.269748049,-0.187004405,2.536553888,-0.17340946,0.319456951,-0.350462265,-0.240655382,-0.147289533,-0.029488832,-0.277983829,0.217040906,-0.261739523,-0.451174989,-0.259120905,-0.219832219,2.64779743,-0.396748769,0.217957957,-0.242098282,0.196880879,-0.286311085,-0.377692783,0.437326956,-0.311210263,1.388122028,-0.062585414,-0.271181277,0.598117813,-0.219401136,0.09076116,0.101044591,0.705633862,0.105056034,0.403612064,-0.001517392,-0.283899721,-0.131800013,0.429814269
EnvHKWinWWTP2,0.087994285,0.680187356,-0.313097654,-0.070788756,-0.17491559,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.145828499,-0.283548616,-0.460044146,-0.020342799,0.765913022,0.072319121,-0.259032549,-0.186706385,-0.044461566,0.08414433,0.365945729,1.17235178,-0.18931505,-0.308086047,1.453080999,0.484553382,2.284031473,0.105798031,-0.074682654,-0.127411968,2.986478056,0.018774656,0.284650101,-0.177285346,-0.354664883,-0.150393537,0.616566969,-0.187004405,-0.258212072,-0.17340946,0.319456951,-0.151189296,-0.240655382,-0.089962671,-0.338001808,-0.244848419,0.124275455,-0.123602116,-0.078738031,-0.259120905,0.903754676,1.953597676,-0.387379959,-0.070413742,-0.242098282,0.978939699,0.248732755,-0.239439191,0.157437704,-0.481409799,1.028687109,0.102880395,-0.123636804,-0.282311608,0.266982106,0.458543738,0.976602522,0.705633862,-0.237073352,0.403612064,0.22184276,-0.283899721,-0.131800013,0.161953725
EnvHKWinWWTP3,0.054696705,7.081950708,1.885756096,-0.152810991,-0.088949268,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,0.292252216,-0.283548616,0.470155006,0.180179075,1.783443679,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.08884513,-0.39156193,0.555147982,-0.18931505,-0.308086047,1.800085417,2.035124206,1.207816899,-0.291484372,-0.102401481,-0.199435938,-0.1535903,-0.326679014,2.466967546,-0.269957231,-0.354664883,-0.200890637,0.616566969,-0.187004405,-0.258212072,-0.17340946,0.319456951,-0.217613619,-0.240655382,-0.089962671,-0.353103841,-0.32618079,0.124275455,-0.223368021,-0.227712814,-0.259120905,-0.219832219,2.407497515,-0.410801986,0.537226624,-0.242098282,0.392395584,-0.080524993,-0.193354661,-0.122451548,-0.358487911,1.507933667,0.014866667,0.0403015,-0.282311608,-0.219401136,0.186112199,0.083176061,-0.40408093,-0.237073352,-0.066417175,0.176155456,-0.283899721,-0.096214977,0.362849133
EnvHKWinWWTP4,-0.107629,0.680187356,1.226099971,-0.10359765,-0.128626032,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,0.073211858,-0.283548616,0.00505543,-0.154024048,1.020295686,-0.210802545,-0.259032549,3.630401929,-0.153540608,-0.08884513,-0.349478171,0.555147982,-0.18931505,-0.308086047,1.453080999,1.259838794,0.131602326,0.900362837,0.0847006,-0.163423953,-0.1535903,0.018774656,-0.442789047,-0.269957231,-0.354664883,-0.251387737,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,0.088586309,-0.240655382,0.024691053,-0.238759871,-0.109294467,0.33299772,-0.165810768,-0.339443901,-0.259120905,-0.219832219,1.392897875,-0.410801986,0.351844817,0.453934279,0.392395584,-0.039367774,1.327434848,0.157437704,0.246665994,0.813026158,-0.090749807,-0.052596872,0.598117813,0.753365348,0.867191048,0.145715914,-0.40408093,-0.066008659,-0.536446415,0.125391785,-0.283899721,-0.078422458,0.228918861
EnvQDSumBeach1,-0.36152305,-0.280077147,-0.313097654,-0.267642122,-0.188141178,-0.174143286,-0.436818508,-0.418610187,3.678338988,-0.254397594,-0.145828499,2.785448168,0.470155006,-0.020342799,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.26183459,-0.644064483,-0.062055817,-0.18931505,-0.308086047,0.585569955,1.001410323,0.131602326,-0.09284317,-0.185557961,0.016635971,-0.1535903,0.018774656,6.831602435,-0.269957231,-0.354664883,-0.503873237,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.322920473,-0.240655382,-0.218948111,2.565903548,-0.413537781,-0.130829536,-0.154299318,-0.302200206,-0.259120905,-0.219832219,-0.449401471,-0.373326743,0.660814495,-0.242098282,-0.529316597,-0.080524993,-0.14727013,-0.542285425,-0.519231918,3.353032916,-0.393517033,-0.167353685,-0.282311608,1.239748591,-0.385994035,0.476283704,-0.40408093,-0.408138045,-0.066417175,-0.311175785,-0.283899721,-0.131800013,0.831605084
EnvQDSumBeach2,-0.307414482,-0.280077147,-0.093212279,-0.284046569,-0.214592355,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,0.073211858,-0.283548616,-0.460044146,-0.154024048,-0.251617635,0.355440788,0.8493858,-0.186706385,-0.153540608,-0.17533986,-0.39156193,-0.679259615,-0.18931505,-0.308086047,0.759072164,1.259838794,-0.406504961,-0.291484372,-0.109331188,-0.127411968,-0.1535903,-0.326679014,1.01208925,-0.08461346,-0.354664883,-0.402879037,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.207892986,-0.240655382,-0.204616396,2.527069747,-0.410525471,-0.177212261,-0.127439266,-0.227712814,-0.259120905,-0.219832219,-0.39600149,-0.40611758,0.753505398,-0.242098282,-0.417593908,-0.121682211,-0.14727013,-0.542285425,-0.462498739,2.634163079,-0.312544403,-0.030738432,-0.282311608,-0.219401136,-0.426858766,0.56562635,-0.40408093,-0.408138045,-0.536446415,-0.311175785,-0.283899721,-0.131800013,-0.038941682
EnvQDSumBeach4,-0.328225469,-0.280077147,-0.093212279,-0.284046569,-0.207979561,-0.174143286,-0.436818508,-0.418610187,0.992567664,0.129284023,-0.03630832,-0.283548616,-0.460044146,-0.020342799,0.002765029,-0.493924212,1.403594974,-0.186706385,-0.153540608,-0.26183459,-0.433645689,2.098157478,-0.18931505,2.15660233,0.238565537,1.259838794,-0.406504961,-0.291484372,-0.074682654,-0.163423953,-0.1535903,-0.326679014,1.739528398,-0.177285346,-0.354664883,-0.402879037,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.20303267,-0.240655382,-0.204616396,2.537856914,-0.383414681,-0.154020899,-0.008487609,-0.488418685,-0.259120905,-0.219832219,-0.39600149,-0.349904716,1.278753849,-0.242098282,-0.389663236,-0.286311085,-0.285523722,-0.402340799,-0.453043209,2.514351439,-0.407599229,-0.314898158,-0.282311608,2.698898318,-0.385994035,0.574560615,-0.40408093,-0.408138045,-0.066417175,-0.301023051,-0.283899721,-0.149592532,-0.172871954
EnvQDSumBeach5,-0.303252284,0.040011021,-0.093212279,-0.267642122,-0.188141178,-0.174143286,-0.07313251,0.844082837,-0.350317999,-0.254397594,-0.255348677,-0.283548616,0.470155006,-0.020342799,-0.5060003,-0.493924212,1.403594974,-0.186706385,-0.153540608,-0.34832932,-0.559896965,0.246546083,-0.18931505,-0.308086047,0.585569955,0.484553382,0.131602326,-0.291484372,-0.234065908,-0.055387998,-0.1535903,-0.326679014,4.649284991,-0.269957231,-0.354664883,-0.301884837,-0.269748049,3.253876652,-0.258212072,-0.17340946,0.907257741,-0.285658048,-0.240655382,-0.19028468,2.572375848,-0.371365441,-0.223594987,-0.154299318,-0.451174989,-0.259120905,-0.219832219,-0.342601509,-0.298376256,2.62792144,-0.242098282,-0.361732564,-0.286311085,-0.377692783,-0.542285425,-0.41522109,1.867368586,-0.330147148,-0.287575107,0.598117813,0.753365348,-0.345129304,0.512020763,-0.40408093,-0.408138045,-0.536446415,-0.308637601,-0.283899721,-0.149592532,0.161953725
EnvQDSumEs1,-0.386496235,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.364868856,-0.283548616,-0.460044146,-0.421386547,-0.5060003,-0.493924212,0.295176625,-0.186706385,-0.153540608,-0.34832932,-0.728232,-0.679259615,-0.18931505,-0.308086047,-0.628945507,-0.290732029,-0.406504961,-0.291484372,4.900846753,-0.343483877,-0.1535903,-0.326679014,-0.442789047,0.008058425,-0.354664883,-0.453376137,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,3.035558101,-0.240655382,-0.218948111,0.119374073,-0.392451611,-0.269977713,0.014535292,-0.339443901,-0.259120905,-0.219832219,-0.449401471,-0.382695553,-0.544167247,-0.242098282,-0.557247269,-0.286311085,-0.377692783,-0.402340799,-0.519231918,-0.528864204,-0.428722524,-0.331291988,-0.282311608,-0.219401136,-0.358750881,-0.309931582,-0.40408093,-0.408138045,-0.536446415,-0.313713968,-0.283899721,-0.114007495,-0.306802226
EnvQDSumEs2,-0.369847445,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.436818508,0.844082837,-0.350317999,-0.254397594,-0.364868856,-0.283548616,-0.460044146,-0.488227171,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.34832932,-0.601980724,-0.679259615,-0.18931505,-0.308086047,-0.628945507,-0.5491605,-0.406504961,-0.291484372,4.381118751,-0.307471892,-0.1535903,-0.326679014,-0.442789047,0.471417851,-0.354664883,-0.301884837,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,2.12343874,-0.240655382,-0.218948111,0.529286419,-0.398476231,-0.269977713,0.125812648,-0.451174989,-0.259120905,-0.219832219,-0.39600149,-0.420170796,-0.544167247,-0.242098282,-0.557247269,-0.286311085,-0.377692783,-0.542285425,-0.538142977,-0.504901877,-0.428722524,-0.336756598,-0.282311608,-0.219401136,-0.236156688,-0.354602905,-0.40408093,-0.408138045,-0.536446415,-0.313713968,0.069056689,-0.042837422,-0.306802226
EnvQDSumEs3,-0.37817184,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.436818508,0.844082837,-0.350317999,-0.254397594,-0.364868856,-0.283548616,-0.460044146,-0.488227171,-0.251617635,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.34832932,-0.601980724,-0.679259615,-0.18931505,-0.308086047,-0.628945507,-0.80758897,-0.406504961,-0.291484372,3.972266056,-0.199435938,-0.1535903,-0.326679014,0.284650101,-0.177285346,-0.354664883,-0.453376137,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,2.662933851,-0.240655382,-0.218948111,-0.189138903,-0.404500851,-0.269977713,-0.069882013,-0.339443901,-0.259120905,-0.219832219,-0.449401471,-0.424855202,-0.564765225,-0.242098282,-0.501385925,-0.286311085,-0.377692783,-0.542285425,-0.519231918,-0.409052565,-0.421681426,-0.331291988,-0.282311608,-0.219401136,-0.277021419,-0.327800111,-0.40408093,-0.408138045,-0.536446415,-0.316252152,0.069056689,-0.114007495,-0.23983709
EnvQDSumMc1,-0.36152305,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.436818508,0.844082837,-0.350317999,-0.254397594,-0.145828499,-0.283548616,-0.460044146,-0.421386547,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.17533986,-0.644064483,-0.679259615,-0.18931505,-0.308086047,-0.281941089,-0.80758897,-0.406504961,-0.291484372,7.956847406,-0.235447923,-0.1535903,-0.326679014,-0.442789047,-0.269957231,-0.354664883,-0.352381937,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,2.369694766,8.36945938,-0.19028468,0.632843222,-0.407513161,-0.269977713,-0.115927815,-0.004250639,-0.259120905,-0.219832219,-0.39600149,-0.392064364,-0.472074322,-0.242098282,-0.361732564,-0.121682211,-0.285523722,-0.402340799,-0.500320858,-0.480939549,-0.36183209,-0.211070566,-0.282311608,-0.219401136,-0.249778265,0.243992824,-0.40408093,-0.408138045,-0.066417175,-0.316252152,-0.283899721,-0.131800013,-0.306802226
EnvQDSumMc2,-0.299090087,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.07313251,2.106775861,0.992567664,-0.254397594,-0.145828499,-0.283548616,0.470155006,-0.287705297,-0.5060003,0.355440788,-0.259032549,-0.186706385,-0.153540608,-0.08884513,-0.644064483,-0.062055817,-0.18931505,-0.308086047,-0.108438881,0.226124912,0.131602326,-0.291484372,3.2931548,-0.235447923,-0.1535903,-0.326679014,0.284650101,-0.08461346,-0.354664883,-0.099896437,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,1.289084439,5.909426591,-0.19028468,1.476399681,-0.371365441,-0.269977713,-0.108253515,0.330942623,-0.259120905,-0.219832219,-0.39600149,-0.293691851,-0.09101172,0.453934279,-0.277940547,0.001789444,-0.239439191,-0.542285425,-0.40576556,-0.265278598,-0.273818362,-0.085384533,-0.282311608,-0.219401136,-0.249778265,1.950437365,-0.40408093,-0.237073352,-0.536446415,-0.303561234,-0.283899721,-0.149592532,-0.306802226
EnvQDSumMc4,-0.357360852,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.255348677,-0.283548616,-0.460044146,-0.421386547,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.26183459,-0.517813206,-0.679259615,-0.18931505,-0.308086047,-0.455443298,-0.5491605,-0.406504961,-0.291484372,-0.116260894,-0.343483877,-0.1535903,-0.326679014,-0.442789047,-0.269957231,-0.354664883,-0.453376137,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,4.697786281,2.219377407,-0.204616396,1.0125515,-0.395463921,-0.24678635,-0.234879472,-0.190469118,-0.259120905,-0.219832219,-0.449401471,-0.373326743,-0.399981397,-0.242098282,-0.557247269,-0.162839429,-0.285523722,-0.402340799,-0.538142977,-0.504901877,-0.386475934,-0.216535176,-0.282311608,-0.219401136,-0.413237189,-0.041903643,-0.40408093,-0.408138045,-0.536446415,-0.311175785,-0.283899721,-0.149592532,-0.306802226
EnvQDSumMc5,-0.340712062,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.364868856,2.785448168,-0.460044146,-0.488227171,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.26183459,-0.644064483,-0.370657716,-0.18931505,-0.308086047,-0.628945507,-0.5491605,-0.406504961,-0.291484372,0.06391148,-0.343483877,-0.1535903,0.018774656,-0.442789047,-0.177285346,-0.354664883,-0.453376137,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,5.216220022,-0.240655382,-0.204616396,0.285496445,-0.395463921,-0.269977713,-0.303948176,-0.190469118,-0.259120905,-0.219832219,-0.42270148,-0.363957932,-0.389682408,-0.242098282,-0.501385925,-0.121682211,-0.239439191,-0.542285425,-0.528687447,-0.528864204,-0.386475934,-0.156424464,-0.282311608,-0.219401136,-0.413237189,-0.327800111,-0.40408093,-0.408138045,-0.536446415,-0.316252152,-0.283899721,-0.149592532,-0.306802226
EnvQDSumMR1,-0.357360852,-0.280077147,0.566443846,-0.284046569,-0.214592355,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.364868856,-0.283548616,-0.460044146,-0.488227171,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.26183459,-0.601980724,-0.679259615,-0.18931505,-0.308086047,-0.628945507,-0.5491605,0.669709612,-0.291484372,-0.317222389,-0.343483877,-0.1535903,-0.326679014,0.284650101,-0.269957231,-0.354664883,-0.503873237,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,5.496498263,-0.240655382,-0.218948111,0.168995041,-0.410525471,-0.24678635,-0.165810768,-0.488418685,-0.259120905,-0.219832219,-0.449401471,-0.420170796,-0.533868258,-0.242098282,-0.557247269,-0.286311085,-0.331608253,-0.542285425,-0.547598507,-0.313203253,-0.418160876,-0.336756598,-0.282311608,-0.219401136,-0.440480343,-0.381405698,-0.40408093,-0.408138045,-0.536446415,-0.316252152,-0.283899721,-0.149592532,-0.23983709
